,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1420,1,0,1,0,1,0,0,0,0,2,2,2,2,0,1,2,0.3080680433369745,-0.8369287864418593,0
1421,1,1,1,0,1,2,1,2,2,2,2,0,0,1,1,2,0.9018285844280937,1.569398564543129,0
1422,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0.2980888745791402,0.46819791239745634,0
1423,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,-0.48028628853190675,-1.285566089167874,1
1424,1,0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,-1.3451475808775148,0.508983121736185,0
1425,0,0,0,0,1,2,2,1,1,1,1,1,1,1,0,1,-1.3335052173267088,-0.38829148371584454,0
1426,0,0,1,0,1,2,0,0,0,0,2,2,0,1,1,0,-0.0012861881558779858,0.42741270305872775,0
1427,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,-1.4682239955574667,0.10113102834889882,0
1428,1,0,1,0,1,0,0,2,2,0,2,2,0,0,1,3,0.1350957848678528,-0.9592844144580451,0
1429,1,0,0,0,1,2,1,0,0,0,2,2,2,0,1,3,1.1662765565106932,-0.8369287864418593,1
1430,0,1,1,0,1,2,1,2,2,2,0,2,2,0,1,1,1.4806203723824622,1.3246873085107573,0
1431,0,0,0,0,1,2,1,0,0,2,0,2,0,0,1,2,0.881870246912426,-1.2447808798291453,1
1432,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,-0.5285189375281042,-0.22515064636093007,0
1433,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,3,-0.48693906770379614,0.3050570750425419,0
1434,0,1,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0.35463749754019924,-1.1224252518129596,1
1435,1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,1,-1.4964983070379965,-1.0000696237967737,0
1436,0,1,1,0,1,2,1,0,2,0,0,2,2,1,1,0,1.0947591804128831,1.039190843139657,0
1437,0,0,1,1,1,0,1,2,0,2,0,2,2,1,0,2,1.1779189200614992,0.7944795871072853,0
1438,1,0,1,0,1,0,0,0,0,2,2,0,0,0,1,3,-0.3023244456838684,-1.2039956704904167,0
1439,1,0,0,1,1,0,1,2,2,2,2,2,2,2,1,2,1.5388321901364936,0.3458422843812705,0
1440,1,0,0,0,1,2,1,0,0,0,2,2,2,0,1,3,1.1197071023074678,-0.5106471117320305,0
1441,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,-0.4935918468756855,-1.285566089167874,0
1442,1,0,0,1,1,2,1,0,0,0,2,0,0,0,0,1,0.5292729508022932,-1.1632104611516882,1
1443,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,-1.4648976059715222,-0.38829148371584454,0
1444,0,1,0,0,1,0,2,1,1,1,1,1,1,0,0,0,-1.509803865381775,-1.081640042474231,0
1445,1,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,-1.5147934497606919,-1.0000696237967737,0
1446,1,0,0,0,1,2,0,2,0,2,0,2,0,0,0,3,0.15339092759054826,-0.5922175304094877,0
1447,1,1,0,0,0,1,0,2,0,0,0,2,2,0,1,1,-0.5351717166999936,0.7944795871072853,0
1448,1,0,0,0,1,0,1,0,2,0,0,2,2,0,1,2,0.9849883240767099,-0.062009809006015625,0
1449,1,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,-1.4715503851434115,-0.14358022768347287,0
1450,0,0,1,0,1,2,1,2,2,2,2,0,2,2,1,1,1.3691863212533164,0.14191623768762746,0
1451,0,0,1,0,1,2,1,0,2,0,0,2,2,0,1,2,1.1679397513036653,-0.6737879490869448,1
1452,1,0,1,0,1,2,1,0,0,2,2,2,2,1,1,2,1.444030086937071,0.3866274937199991,0
1453,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,-1.4748767747293563,-1.285566089167874,1
1454,0,0,0,0,1,0,1,0,2,2,0,2,2,2,1,2,1.1562973877528593,1.1207612618171143,0
1455,1,0,0,0,1,2,1,0,2,2,0,0,0,0,1,2,0.6789604821698023,-1.1224252518129596,1
1456,1,0,1,0,1,2,1,2,0,0,2,2,0,0,0,1,1.031557778279935,-0.42907669305457313,0
1457,1,0,1,0,1,0,2,1,1,1,1,1,1,1,0,3,-1.4931719174520517,0.14191623768762746,0
1458,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0.18332843386405026,-1.1632104611516882,1
1459,1,0,0,0,1,0,0,2,0,0,2,0,2,0,0,3,0.002040201430066944,-0.9592844144580451,0
1460,1,0,1,1,1,0,1,0,2,0,0,0,0,0,0,1,0.323036796473725,-1.285566089167874,0
1461,1,0,1,1,1,0,0,2,0,0,0,0,0,0,1,2,-0.5218661583562149,-0.8369287864418593,0
1462,0,0,0,0,1,2,0,0,0,0,2,2,2,1,1,3,0.29476248499319574,-0.38829148371584454,0
1463,1,0,0,0,1,2,1,2,2,0,0,0,2,1,1,0,0.9118077531859275,1.2023316804945716,0
1464,1,0,0,0,1,2,1,0,0,0,2,2,2,0,0,0,1.1280230762723296,0.18270144702635607,1
1465,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,-1.5197830341396088,-1.0000696237967737,0
1466,1,0,1,0,1,2,1,0,0,2,0,2,0,0,0,1,0.7903945332989483,-0.062009809006015625,0
1467,1,0,1,1,1,2,1,0,0,0,0,0,0,0,1,1,0.31638401730183613,-0.7961435771031307,1
1468,0,0,0,0,1,2,1,0,0,2,0,2,2,0,1,2,1.1263598814793574,-0.34750627437711595,1
1469,1,0,1,1,1,2,1,0,2,2,0,0,2,0,1,0,1.0332209730729074,0.508983121736185,0
1470,0,1,1,0,1,2,1,0,2,0,2,2,2,2,0,1,1.3475647889446765,1.487828145865672,0
1471,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,-1.48485594348719,-1.2447808798291453,0
1472,1,0,1,1,1,2,1,2,2,0,0,2,2,1,1,2,1.3675231264603442,1.161546471155843,1
1473,1,0,0,0,1,2,1,0,2,2,0,2,2,0,1,2,1.324280061843064,0.3458422843812705,1
1474,0,0,0,0,0,1,0,0,0,2,0,2,2,1,1,2,-0.526855742735132,0.46819791239745634,0
1475,1,0,0,0,0,1,0,0,0,2,2,0,0,1,0,3,-0.9759183368376593,0.2642718657038133,0
1476,1,0,1,1,0,1,0,2,2,2,2,2,2,2,1,1,0.00702978580898363,1.6101837738818576,0
1477,0,1,0,0,1,0,1,0,0,2,0,2,2,0,1,2,1.0631584793464088,-0.7961435771031307,0
1478,0,0,1,1,1,0,0,2,2,0,2,0,2,1,1,1,0.16170690155540987,0.7536943777685566,0
1479,0,1,1,0,1,0,1,0,2,2,0,2,2,2,1,2,1.1413286346161082,1.569398564543129,0
1480,1,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1.0581688949674921,-0.42907669305457313,1
1481,0,0,0,0,1,0,0,0,2,0,2,0,0,0,1,1,-0.32727236757845324,-1.2447808798291453,1
1482,0,0,0,0,1,2,1,0,2,2,0,2,2,1,1,2,1.3941342431479014,0.9576204244621997,0
1483,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,-0.4536751718443497,-1.285566089167874,0
1484,0,0,1,1,1,0,0,2,2,0,2,0,0,1,1,3,-0.23745984875794768,-0.38829148371584454,0
1485,0,1,1,0,1,2,0,0,2,2,0,2,0,1,1,0,0.1982971870008008,1.365472517849486,0
1487,1,1,0,0,1,2,1,0,2,0,0,2,0,0,1,2,0.7754257801621972,-0.551432321070759,1
1488,1,0,0,0,1,0,1,2,0,2,0,0,0,0,1,0,0.4860298861850129,-0.877713995780588,0
1489,0,0,1,1,1,0,2,1,1,1,1,1,1,1,1,3,-1.5014878914169132,-1.0000696237967737,1
1490,0,0,1,1,1,2,1,2,2,2,0,0,2,0,0,0,1.1064015439636896,0.7944795871072853,0
1491,1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,2,-1.48485594348719,-1.2039956704904167,0
1492,0,0,1,1,1,0,1,2,2,0,0,0,0,0,1,0,0.4743875226342068,0.7536943777685566,0
1493,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0.3579638871261442,-0.7145731584256735,1
1494,1,1,1,0,1,2,1,0,2,2,0,0,2,0,1,2,0.9766723501118483,1.2839020991720287,0
1495,0,0,0,0,0,1,0,0,0,2,0,0,2,0,1,1,-0.821241221091233,0.18270144702635607,0
1496,1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,-1.4948351122450239,-0.7961435771031307,0
1497,1,0,1,0,1,2,0,2,0,0,0,0,0,1,1,2,-0.3172931988206191,0.6721239590910995,0
1498,0,1,0,0,1,2,1,0,0,2,0,2,2,1,1,0,1.2394571274014754,0.508983121736185,0
1499,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0.2066131609656624,-0.5922175304094877,0
1500,1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,0.32636318605966996,-1.285566089167874,1
1501,1,0,1,0,0,1,0,2,0,2,0,2,2,2,1,0,-0.35887306864492724,1.4470429365269433,0
1502,1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,1,-1.504814281002858,0.8760500057847425,0
1503,0,1,1,1,1,0,1,0,2,2,0,0,2,0,1,0,0.7837417541270588,-0.38829148371584454,0
1504,1,0,0,0,1,0,1,0,0,2,0,0,0,0,1,2,0.39122778298559063,-0.6330027397482163,1
1505,1,0,1,0,1,2,0,2,2,2,2,0,2,2,0,1,0.5159673924585149,1.569398564543129,0
1506,0,0,1,1,1,0,2,1,1,1,1,1,1,2,1,0,-1.5181198393466364,1.4062577271882146,0
1507,0,0,1,1,1,2,1,0,0,0,0,2,0,0,1,2,0.6623285342400791,-0.7553583677644021,0
1508,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,-1.3002413214672623,-1.285566089167874,1
1509,0,0,0,1,1,0,2,1,1,1,1,1,1,2,0,1,-1.509803865381775,1.2431168898333003,0
1510,0,0,0,0,1,2,0,0,0,2,2,0,2,1,1,2,0.12345342131704626,0.3458422843812705,0
1511,0,0,1,0,1,2,1,0,0,0,0,2,2,0,0,2,0.9217869219437613,-0.6330027397482163,0
1512,1,0,1,0,1,2,1,2,0,0,0,2,2,1,1,2,1.186234894026361,0.9576204244621997,0
1513,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,-1.4748767747293563,-1.1224252518129596,0
1514,0,0,0,0,0,1,0,2,2,0,0,0,2,0,1,2,-0.7414078710285615,-1.2447808798291453,1
1515,0,0,1,0,1,0,2,1,1,1,1,1,1,0,1,3,-1.5064774757958301,-1.2039956704904167,0
1516,1,0,0,0,1,2,0,2,2,2,2,0,0,1,0,2,0.0851999410786831,0.18270144702635607,0
1517,0,0,0,0,1,0,0,2,2,2,0,0,2,0,1,0,0.13176939528190787,-0.14358022768347287,1
1518,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,-0.7098071699620876,-1.0000696237967737,0
1519,0,0,0,0,1,2,1,0,2,2,2,2,2,0,1,1,1.4955891255192129,1.2431168898333003,0
1520,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,-1.4715503851434115,-1.0408548331355023,0
1521,0,0,0,0,1,0,1,0,2,0,0,2,2,0,0,2,1.0149258303502118,-1.2039956704904167,0
1522,1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,-1.4599080215926052,1.6101837738818576,0
1523,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,-0.2890188873400896,-0.551432321070759,0
1524,0,0,1,0,1,0,2,1,1,1,1,1,1,2,0,0,-1.5463941508271661,1.0799760524783857,0
1525,1,0,1,1,1,0,1,0,0,2,2,0,2,0,0,1,0.8353007927092008,-1.2447808798291453,1
1526,0,0,1,1,1,2,2,1,1,1,1,1,1,0,1,2,-1.3019045162602345,0.10113102834889882,0
1527,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,-1.5064774757958301,-0.7553583677644021,0
1528,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0.34798471836830985,-0.7553583677644021,1
1529,0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,-1.499824696623941,1.487828145865672,0
1530,1,1,1,0,1,2,0,2,2,0,2,0,0,0,0,2,-0.022907720464517903,-1.0408548331355023,0
1531,1,0,1,1,1,0,0,2,2,2,2,2,0,2,1,0,0.36129027671208863,1.487828145865672,0
1532,0,0,1,1,1,2,0,0,2,0,2,2,2,2,1,2,0.4677347434623174,1.6101837738818576,0
1533,1,0,0,0,1,2,1,0,2,0,0,2,2,0,0,2,1.1962140627841946,-1.0000696237967737,1
1534,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,2,-0.4852758729108239,-1.1632104611516882,0
1535,1,0,1,1,1,0,1,0,2,2,0,0,0,0,1,1,0.51264100287257,1.2431168898333003,0
1536,1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,0,-1.4981615018309686,1.6101837738818576,0
1537,0,0,0,0,1,0,2,1,1,1,1,1,1,2,1,2,-1.4565816320066605,0.5497683310749136,0
1538,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0.16835968072729926,-1.1224252518129596,1
1539,1,0,1,0,1,0,0,0,0,2,0,0,0,0,1,3,-0.4952550416686578,-0.10279501834474424,0
1540,1,0,0,0,1,2,1,0,2,2,0,2,2,2,1,0,1.325943256636036,1.2431168898333003,0
1541,0,0,0,0,1,0,2,1,1,1,1,1,1,2,0,0,-1.4981615018309686,1.1207612618171143,0
1542,0,0,1,0,1,2,1,0,2,2,0,2,2,1,1,2,1.417418970249514,1.2431168898333003,1
1543,1,0,1,1,1,0,1,0,0,0,2,2,0,0,0,2,0.6989188196854704,-0.3067210650383873,0
1544,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,-0.6333002094853606,-1.285566089167874,1
1545,1,1,1,0,1,2,1,0,0,2,0,0,0,0,1,2,0.5292729508022932,-1.081640042474231,0
1546,1,0,0,0,1,2,2,1,1,1,1,1,1,2,0,3,-1.3185364641899577,-0.42907669305457313,0
1547,0,0,1,1,1,2,0,0,2,0,2,2,2,2,0,0,0.5209569768374316,-0.062009809006015625,0
1548,0,0,1,1,1,0,1,0,0,2,2,0,0,0,1,0,0.5525576779039059,0.2642718657038133,0
1549,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,-1.4632344111785498,-0.2659358556996587,0
1550,0,0,1,0,1,0,1,2,2,2,0,2,2,1,1,0,1.3708495160462886,0.8352647964460139,1
1551,0,0,0,0,1,0,1,0,2,0,2,2,0,0,0,2,0.8918494156702599,-1.285566089167874,1
1552,1,0,0,0,1,2,0,2,2,0,2,0,0,0,1,2,0.07854716190679371,-0.8369287864418593,0
1553,0,0,0,0,1,2,1,0,2,2,0,0,2,0,1,1,1.0215786095221007,-0.6737879490869448,1
1554,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,-1.4815295539012454,-1.2447808798291453,0
1555,1,0,0,1,0,1,0,2,0,0,2,2,0,1,0,0,-0.6599113261729178,0.2642718657038133,0
1556,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,0.3346791600245316,-1.285566089167874,1
1557,0,0,1,1,0,1,0,2,0,0,2,0,0,0,0,3,-1.005855843111161,-1.0408548331355023,0
1558,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0.1484013432116311,-1.1632104611516882,0
1559,1,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1.0132626355572392,-0.9184992051193165,1
1560,0,0,0,0,1,0,1,0,2,2,0,0,0,0,1,2,0.554220872696878,0.9168352151234711,0
1561,1,0,1,1,1,0,0,0,2,2,0,2,2,2,1,0,0.3496479131612826,1.6101837738818576,0
1562,0,0,1,0,1,0,0,0,0,2,0,2,2,0,1,1,0.09684230462948917,-0.9184992051193165,0
1563,1,1,0,0,1,2,1,0,2,2,2,2,2,0,1,2,1.5471481641013554,-0.877713995780588,0
1564,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,-0.6183314563486098,-0.7145731584256735,0
1565,0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,-1.4798663591082732,-0.38829148371584454,0
1566,1,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,-1.4915087226590795,-1.285566089167874,0
1567,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,-0.6615745209658901,-1.2039956704904167,1
1568,1,0,1,1,1,0,1,2,2,2,0,0,2,1,1,2,1.038210557451824,0.5905535404136423,0
1569,0,0,0,1,1,0,2,1,1,1,1,1,1,1,0,3,-1.504814281002858,-0.7145731584256735,0
1570,1,0,0,0,1,0,1,0,2,2,0,2,2,0,0,2,1.1513078033739421,1.365472517849486,1
1571,0,1,1,0,1,0,0,0,2,2,2,0,0,1,1,0,-0.14099455076555298,1.4470429365269433,0
1572,0,0,1,1,1,0,1,0,0,2,2,2,2,1,0,0,1.1213702971004402,-0.6330027397482163,1
1573,0,0,0,0,1,0,0,0,0,0,2,2,0,0,1,3,-0.17924803100391637,-1.0408548331355023,1
1574,1,1,1,0,1,0,1,0,0,0,0,0,2,0,1,2,0.5176305872514871,-0.8369287864418593,1
1575,0,1,1,0,1,2,0,0,2,2,0,0,2,1,0,0,0.22657149848133057,-0.4698619023933018,0
1576,1,0,0,0,0,1,0,0,2,0,2,0,0,0,1,3,-0.9609495837009082,-0.4698619023933018,0
1577,0,0,1,1,1,2,0,2,0,0,0,2,0,1,0,0,0.010356175394928559,0.9576204244621997,0
1578,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,1,-0.5301821323210765,-1.081640042474231,0
1579,0,1,0,0,0,1,0,0,2,2,0,2,2,2,1,0,-0.37883140616059513,1.3246873085107573,0
1580,1,0,1,0,1,2,0,2,0,0,2,2,2,1,0,1,0.5176305872514871,0.3866274937199991,0
1581,0,0,1,1,1,2,1,2,0,2,2,2,2,2,1,0,1.4689780088316557,1.4470429365269433,0
1582,1,0,1,1,1,2,2,1,1,1,1,1,1,2,0,0,-1.2836093735375391,0.6313387497523708,0
1583,0,1,0,0,1,2,1,0,2,0,2,2,2,1,1,2,1.3941342431479014,0.7129091684298281,0
1584,0,1,0,0,1,0,0,0,2,2,0,2,0,0,1,2,0.002040201430066944,-1.0408548331355023,0
1585,0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,2,-1.5147934497606919,1.2431168898333003,0
1586,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,-1.4565816320066605,-0.6330027397482163,0
1587,0,0,1,1,1,0,1,0,0,0,0,2,0,0,1,1,0.43447084760287097,0.3866274937199991,1
1588,1,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,-1.531425397690415,-1.1632104611516882,0
1589,0,0,0,1,1,2,2,1,1,1,1,1,1,2,0,0,-1.2935885422953728,1.2023316804945716,0
1590,1,1,0,0,1,0,1,0,2,0,0,0,0,0,1,2,0.32636318605966996,-1.2447808798291453,1
1591,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,0.18166523907107757,-1.2447808798291453,0
1592,1,0,1,0,1,2,1,2,2,2,0,2,0,2,1,0,1.0648216741393814,0.6313387497523708,0
1593,1,0,1,0,1,0,2,1,1,1,1,1,1,2,0,0,-1.5081406705888027,-0.22515064636093007,0
1594,0,0,1,1,1,0,0,0,2,2,2,2,2,2,1,0,0.5159673924585149,1.5286133552044003,0
1595,1,1,0,0,1,2,1,0,0,2,0,2,0,0,1,2,0.7953841176778649,-1.285566089167874,1
1596,1,0,1,0,1,2,1,0,2,2,0,2,0,1,1,2,0.9899779084556269,0.5497683310749136,0
1597,1,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,0.8436167666740624,-0.10279501834474424,1
1598,0,0,0,0,1,2,0,2,0,0,0,0,2,0,1,0,-0.0079389673277669,-0.7145731584256735,1
1599,1,0,1,1,1,2,1,0,2,2,0,2,0,1,0,1,1.0265681939010178,1.487828145865672,0
1600,1,0,0,0,1,0,2,1,1,1,1,1,1,2,1,1,-1.5081406705888027,1.3246873085107573,0
1601,1,1,1,1,1,0,1,2,0,2,2,2,2,2,1,1,1.3043217243273957,1.6101837738818576,0
1602,1,1,1,0,1,0,1,0,2,0,2,0,2,0,1,0,0.8037000916427265,-0.7961435771031307,1
1603,1,0,0,0,1,0,2,1,1,1,1,1,1,1,1,3,-1.489845527866107,-0.6330027397482163,0
1604,1,0,1,0,1,2,1,2,0,2,2,2,2,1,1,2,1.5521377484802719,0.7536943777685566,0
1605,1,0,1,1,1,0,0,2,2,0,2,0,0,2,0,1,-0.14598413514446992,0.7536943777685566,0
1606,0,0,1,0,1,2,0,2,2,2,2,2,2,2,1,0,0.8669014937756749,1.6101837738818576,0
1607,1,0,1,1,1,2,1,0,2,2,0,0,0,1,0,2,0.7488146634746401,1.4062577271882146,1
1608,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,-1.5031510862098856,0.060345819010170214,0
1609,1,0,1,0,0,1,0,2,2,0,2,0,2,2,1,0,-0.4636543406021835,1.4062577271882146,0
1610,0,0,1,0,1,0,2,1,1,1,1,1,1,1,1,0,-1.4915087226590795,0.6721239590910995,0
1611,1,0,1,1,1,0,2,1,1,1,1,1,1,2,1,3,-1.5131302549677197,0.8352647964460139,0
1612,1,0,0,0,1,2,0,0,0,2,2,0,0,0,0,2,-0.1809112257968886,-0.22515064636093007,0
1613,0,1,0,0,1,0,1,0,2,0,0,2,2,0,1,2,0.9933042980415715,-0.38829148371584454,1
1614,1,0,0,0,1,2,0,2,2,2,2,0,2,2,1,1,0.5525576779039059,1.487828145865672,0
1615,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,-1.1921336599240613,-1.2447808798291453,0
1616,0,0,0,0,1,2,1,0,0,0,0,2,0,0,1,2,0.7172139624081659,0.10113102834889882,1
1617,0,0,1,0,1,0,0,2,2,0,2,0,2,1,0,3,0.18998121303593918,0.5497683310749136,0
1618,0,0,0,0,1,2,1,0,2,0,0,2,2,2,1,0,1.0748008428972153,0.8760500057847425,0
1619,0,0,1,0,1,2,1,0,2,0,0,2,2,1,1,2,1.1097279335496342,0.9576204244621997,1
1620,0,0,1,0,1,0,1,0,0,2,0,0,0,0,1,0,0.36129027671208863,-0.9592844144580451,1
1621,1,0,0,0,1,2,0,2,0,0,2,0,0,0,0,0,-0.18922719976175023,-0.5106471117320305,0
1622,1,0,0,0,1,0,1,0,2,0,0,0,0,0,1,3,0.3662798610910058,-0.877713995780588,0
1623,0,1,1,0,1,2,1,0,2,0,0,2,0,0,1,2,0.8369639875021729,-0.10279501834474424,0
1624,1,0,1,0,1,0,0,2,2,2,0,0,2,2,0,0,0.20162357658674573,1.4470429365269433,0
1625,1,1,1,0,1,2,1,0,2,2,0,2,2,0,1,2,1.254425880538226,0.22348665636508466,0
1626,0,1,1,0,1,2,1,2,0,2,0,0,0,0,1,0,0.6806236769627745,-0.6330027397482163,1
1627,1,0,0,0,1,2,1,0,2,2,0,2,2,1,1,1,1.3708495160462886,0.6313387497523708,1
1628,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,-0.701491195997226,-1.285566089167874,0
1629,1,0,1,1,0,1,0,2,2,2,0,2,2,2,0,2,-0.19587997893363962,1.2431168898333003,0
1630,0,0,0,0,1,0,0,0,0,2,0,2,2,1,1,2,0.16835968072729926,-1.2039956704904167,0
1631,0,0,0,0,1,2,2,1,1,1,1,1,1,1,0,0,-1.3484739704634594,0.6313387497523708,0
1632,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,-1.1788281015802824,1.365472517849486,0
1633,0,0,1,1,1,2,1,0,2,2,0,0,0,2,1,1,0.6490229758963008,1.4470429365269433,0
1634,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,-0.6599113261729178,-0.6330027397482163,1
1635,0,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,-1.4715503851434115,-1.0408548331355023,0
1636,1,0,1,0,1,2,0,2,2,2,2,2,2,2,1,0,0.7388354947168059,1.6101837738818576,0
1637,0,0,1,0,1,0,2,1,1,1,1,1,1,0,0,3,-1.4981615018309686,-0.14358022768347287,0
1638,1,0,1,0,1,0,1,0,0,2,2,0,2,0,1,2,0.8469431562600068,0.18270144702635607,0
1639,0,0,0,0,1,2,1,2,2,2,0,2,2,0,1,3,1.4939259307262407,0.060345819010170214,1
1640,0,1,0,0,1,2,1,0,0,0,0,2,0,0,1,2,0.6573389498611624,0.3866274937199991,1
1641,0,0,1,1,1,2,0,2,2,0,2,0,0,1,0,3,0.020335344152762405,1.0799760524783857,0
1642,1,0,1,1,1,0,1,0,0,0,0,2,0,0,1,0,0.4860298861850129,-0.877713995780588,1
1643,1,1,1,1,1,2,1,2,0,0,0,0,0,0,1,2,0.5342625351812104,1.1207612618171143,0
1644,0,0,0,0,1,0,0,0,2,0,2,0,0,0,1,3,-0.29068208213306207,-0.22515064636093007,0
1645,0,0,0,0,1,2,1,0,0,0,0,0,2,0,0,3,0.6955924300995255,-1.285566089167874,1
1646,1,1,0,0,1,0,1,0,0,0,0,2,0,0,1,2,0.47272432784123414,-1.285566089167874,1
1647,1,0,1,0,0,1,0,2,0,2,0,0,0,0,0,3,-1.0141718170760226,-0.6330027397482163,0
1648,1,0,1,0,1,0,2,1,1,1,1,1,1,2,0,3,-1.4682239955574667,1.039190843139657,0
1649,1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,-1.5330885924833875,-1.285566089167874,0
1650,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,-0.6848592480675028,-1.2039956704904167,1
1651,0,0,0,0,1,2,1,2,2,2,0,0,0,0,0,2,0.8619119093967579,0.8352647964460139,0
1652,1,0,0,0,1,2,2,1,1,1,1,1,1,0,1,2,-1.3068941006391515,0.10113102834889882,0
1653,1,0,1,1,1,2,1,2,0,2,0,2,2,0,0,1,1.3658599316673719,0.7129091684298281,1
1654,1,0,1,1,1,2,0,0,2,0,2,0,2,2,0,1,0.19663399220782857,1.4470429365269433,0
1655,1,0,1,0,1,2,2,1,1,1,1,1,1,0,0,2,-1.3135468798110408,0.5905535404136423,0
1656,0,1,1,0,1,2,1,0,2,2,0,2,2,0,1,0,1.4606620348667942,1.3246873085107573,0
1657,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0.16170690155540987,-1.1224252518129596,1
1658,1,0,1,0,1,2,1,0,0,0,0,2,2,0,1,2,0.9899779084556269,0.7536943777685566,1
1659,0,0,0,0,1,2,1,0,0,0,0,2,2,0,0,0,1.0365473626588517,0.5497683310749136,1
1660,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,0.3978805621574796,-0.9592844144580451,0
1661,0,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,-1.48485594348719,-1.0000696237967737,0
1662,1,0,0,0,1,2,2,1,1,1,1,1,1,1,1,1,-1.3335052173267088,-0.7553583677644021,0
1663,0,0,0,0,1,2,1,2,2,2,2,2,2,0,1,2,1.6885197215040026,0.508983121736185,0
1664,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0.323036796473725,-1.0000696237967737,0
1665,1,1,0,1,1,0,0,0,0,2,0,0,0,0,1,3,-0.49026545728974086,-1.285566089167874,1
1666,1,0,1,1,1,0,1,2,2,2,0,2,2,1,1,0,1.2727210232609218,1.365472517849486,0
1667,1,0,1,1,1,2,0,2,2,2,2,0,0,2,0,1,0.23987705682510888,1.6101837738818576,0
1668,0,0,1,0,1,2,1,2,2,2,2,2,2,0,1,0,1.6203287349921371,0.3458422843812705,1
1669,0,0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,-1.3235260485688747,-0.38829148371584454,0
